id,lat,lon,is_utility_pole,pole_type,model_flags,model_watch,lean,crossarm,vegetation,transformer,attachments_estimate,photos_assessed,capture_sequences,photo_shown_date,latest_available_photo_date,source_photo_url,nearest_osm_pole_m
gree-00093,40.734722,-73.94985,True,concrete_or_steel_utility,vegetation,,none,unclear,touching,False,1,2,1,2018-08,2018-08,https://www.mapillary.com/app/?pKey=1401784766853235&focus=photo,
gree-00094,40.7238084,-73.940356,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,7,3,2024-03,2024-03,https://www.mapillary.com/app/?pKey=1067185774580073&focus=photo,
gree-00095,40.723236,-73.95445,True,wood_utility,,lean_slight,slight,none_visible,none,False,1,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=226853506976356&focus=photo,
gree-00096,40.72367,-73.954704,True,wood_utility,,lean_slight,slight,unclear,none,False,1,2,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=838025600897284&focus=photo,
gree-00097,40.723423,-73.95456,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=6886632291361677&focus=photo,
gree-00098,40.72294,-73.95427,False,street_light,,,none,none_visible,near,False,0,1,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=1038542980501790&focus=photo,
gree-00099,40.719383,-73.94462,True,concrete_or_steel_utility,,,none,none_visible,near,False,0,3,1,2018-08,2018-08,https://www.mapillary.com/app/?pKey=909121936538530&focus=photo,
gree-00100,40.72134,-73.948746,True,wood_utility,lean,,severe,none_visible,none,False,1,3,1,2023-10,2023-10,https://www.mapillary.com/app/?pKey=384572671177254&focus=photo,
gree-00101,40.736935,-73.94689,False,other,,,none,none_visible,none,False,1,2,1,2023-10,2023-10,https://www.mapillary.com/app/?pKey=380167511463855&focus=photo,
gree-00102,40.723663,-73.940384,True,wood_utility,lean,,moderate,none_visible,none,False,0,3,1,2024-03,2024-03,https://www.mapillary.com/app/?pKey=1130114148340062&focus=photo,
gree-00103,40.725853,-73.9407813,True,wood_utility,,lean_slight,slight,intact,near,False,2,12,1,2024-03,2024-03,https://www.mapillary.com/app/?pKey=1094997164886206&focus=photo,
gree-00104,40.72589,-73.9406859,True,wood_utility,,lean_slight,slight,none_visible,none,False,2,14,1,2024-03,2024-03,https://www.mapillary.com/app/?pKey=383076107859171&focus=photo,
gree-00105,40.7259253,-73.94084,False,street_light,,,none,none_visible,none,False,1,9,2,2024-03,2024-07,https://www.mapillary.com/app/?pKey=1127046095085971&focus=photo,
gree-00106,40.724445,-73.94024,False,unclear,vegetation,,unclear,unclear,touching,False,0,3,1,2024-03,2024-03,https://www.mapillary.com/app/?pKey=819872796633544&focus=photo,
gree-00107,40.720913,-73.95727,False,other,,,none,none_visible,none,False,0,3,1,2016-06,2016-06,https://www.mapillary.com/app/?pKey=2941039256169637&focus=photo,
gree-00108,40.720333,-73.95737,True,wood_utility,,lean_slight,slight,unclear,near,False,1,3,1,2016-06,2016-06,https://www.mapillary.com/app/?pKey=513545650011384&focus=photo,
gree-00109,40.7208,-73.956474,True,wood_utility,vegetation,,none,none_visible,touching,False,1,3,1,2016-06,2016-06,https://www.mapillary.com/app/?pKey=292110929185471&focus=photo,
gree-00110,40.720707,-73.956345,True,wood_utility,,,none,none_visible,near,False,2,3,1,2016-06,2016-06,https://www.mapillary.com/app/?pKey=273642141100458&focus=photo,
gree-00111,40.736217,-73.94829,True,wood_utility,,,none,none_visible,none,False,1,3,1,2016-07,2016-07,https://www.mapillary.com/app/?pKey=1180803669025910&focus=photo,
gree-00112,40.732628,-73.94936,True,wood_utility,,,none,none_visible,none,False,0,2,1,2019-12,2019-12,https://www.mapillary.com/app/?pKey=799961590948015&focus=photo,
gree-00113,40.735287,-73.96063,True,wood_utility,,,none,none_visible,near,False,2,1,1,2022-10,2022-10,https://www.mapillary.com/app/?pKey=615862530196835&focus=photo,
gree-00114,40.724987,-73.94058,True,wood_utility,,lean_slight,slight,none_visible,none,False,0,3,1,2024-03,2024-03,https://www.mapillary.com/app/?pKey=1570780883699885&focus=photo,
gree-00115,40.7253585,-73.94066,True,wood_utility,,lean_slight,slight,unclear,near,False,2,6,2,2024-03,2024-03,https://www.mapillary.com/app/?pKey=1132678174438662&focus=photo,
gree-00116,40.734722,-73.95147,True,wood_utility,,,none,none_visible,none,False,1,3,1,2018-08,2018-08,https://www.mapillary.com/app/?pKey=219388093022250&focus=photo,
gree-00117,40.7346745,-73.9519725,True,wood_utility,,,none,none_visible,none,False,1,6,1,2018-08,2018-08,https://www.mapillary.com/app/?pKey=2926937294260477&focus=photo,
gree-00118,40.735516,-73.952126,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,1,2018-08,2018-08,https://www.mapillary.com/app/?pKey=392575405207956&focus=photo,
gree-00119,40.728157,-73.95004,True,wood_utility,,lean_slight,slight,unclear,near,False,1,3,1,2024-12,2024-12,https://www.mapillary.com/app/?pKey=597024816126854&focus=photo,
gree-00120,40.726944,-73.94964,False,other,,,none,none_visible,near,False,0,1,1,2024-12,2024-12,https://www.mapillary.com/app/?pKey=1076243707575801&focus=photo,
gree-00121,40.7257588,-73.9417277,True,wood_utility,,lean_slight,slight,none_visible,none,False,2,12,3,2024-07,2024-07,https://www.mapillary.com/app/?pKey=1572560669964652&focus=photo,
gree-00122,40.73535,-73.9499,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,3,1,2018-08,2018-08,https://www.mapillary.com/app/?pKey=288313252938390&focus=photo,
gree-00123,40.7357585,-73.94996,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,6,1,2018-08,2018-08,https://www.mapillary.com/app/?pKey=469369744287136&focus=photo,
gree-00124,40.7364,-73.949974,True,wood_utility,vegetation,,none,none_visible,touching,False,1,3,1,2018-08,2018-08,https://www.mapillary.com/app/?pKey=927634914735086&focus=photo,
gree-00125,40.736305,-73.95003,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,5,1,2018-08,2018-08,https://www.mapillary.com/app/?pKey=1185832831842174&focus=photo,
gree-00126,40.7359708,-73.9499809,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,11,2,2018-08,2018-08,https://www.mapillary.com/app/?pKey=1807551982752556&focus=photo,
gree-00127,40.736084,-73.950005,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,1,2018-08,2018-08,https://www.mapillary.com/app/?pKey=153761800093696&focus=photo,
gree-00128,40.724174,-73.94989,False,street_light,,,none,none_visible,none,False,2,3,1,2022-01,2022-01,https://www.mapillary.com/app/?pKey=5047416431970404&focus=photo,
gree-00129,40.7251565,-73.941645,True,wood_utility,vegetation,,unclear,none_visible,touching,False,0,6,1,2024-07,2024-07,https://www.mapillary.com/app/?pKey=1881839652328195&focus=photo,
gree-00130,40.72356,-73.94128,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,3,1,2024-07,2024-07,https://www.mapillary.com/app/?pKey=478646944709794&focus=photo,
gree-00131,40.7234135,-73.941215,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,6,2,2024-07,2024-07,https://www.mapillary.com/app/?pKey=1056358959437102&focus=photo,
gree-00132,40.7256228,-73.9406444,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,5,2,2024-03,2024-03,https://www.mapillary.com/app/?pKey=1068218384478712&focus=photo,
gree-00133,40.7257862,-73.94086,True,wood_utility,,,none,none_visible,none,False,2,5,2,2024-03,2024-07,https://www.mapillary.com/app/?pKey=364841283190784&focus=photo,
gree-00134,40.7235716,-73.9403421,True,wood_utility,,lean_slight,slight,none_visible,none,False,2,8,3,2024-03,2024-03,https://www.mapillary.com/app/?pKey=3060927880705724&focus=photo,
gree-00135,40.7253975,-73.94158,True,wood_utility,,lean_slight,slight,unclear,near,False,2,6,1,2024-07,2024-07,https://www.mapillary.com/app/?pKey=1013949143773542&focus=photo,
gree-00136,40.7256409,-73.9417071,True,wood_utility,,lean_slight,slight,intact,near,False,1,7,2,2024-02,2024-07,https://www.mapillary.com/app/?pKey=422240166843822&focus=photo,
gree-00137,40.725992,-73.93014,True,wood_utility,,,none,intact,none,False,0,6,1,2023-10,2023-10,https://www.mapillary.com/app/?pKey=1325645181644518&focus=photo,
gree-00138,40.7256,-73.93157,False,other,,,unclear,none_visible,near,False,0,1,1,2023-10,2023-10,https://www.mapillary.com/app/?pKey=3606087192971175&focus=photo,
gree-00139,40.72608,-73.92992,True,wood_utility,,,none,intact,none,True,1,3,1,2023-10,2023-10,https://www.mapillary.com/app/?pKey=1325645181644518&focus=photo,
gree-00140,40.737766,-73.93078,True,wood_utility,,lean_slight,slight,none_visible,none,False,1,3,1,2018-09,2018-09,https://www.mapillary.com/app/?pKey=244411384149768&focus=photo,
gree-00141,40.737646,-73.9298836,True,wood_utility,,lean_slight,slight,none_visible,none,False,1,5,2,2018-08,2018-08,https://www.mapillary.com/app/?pKey=161476182588409&focus=photo,
gree-00142,40.737297,-73.93074,True,wood_utility,,lean_slight,slight,none_visible,none,False,0,3,1,2018-08,2018-08,https://www.mapillary.com/app/?pKey=485004385888277&focus=photo,
gree-00143,40.720715,-73.9449,False,other,,,unclear,none_visible,near,False,0,2,1,2023-10,2023-10,https://www.mapillary.com/app/?pKey=882610546372630&focus=photo,
gree-00144,40.73138,-73.9578,False,street_light,,,none,none_visible,none,False,0,3,1,2019-12,2019-12,https://www.mapillary.com/app/?pKey=498866868218416&focus=photo,
gree-00145,40.73174,-73.96,True,wood_utility,,,none,none_visible,none,False,1,3,1,2019-12,2019-12,https://www.mapillary.com/app/?pKey=326753719157521&focus=photo,
gree-00146,40.72471,-73.93289,True,wood_utility,,lean_slight,slight,none_visible,none,False,0,2,1,2023-10,2023-10,https://www.mapillary.com/app/?pKey=698652758966797&focus=photo,
gree-00147,40.724632,-73.93281,True,wood_utility,,lean_slight,slight,none_visible,none,False,0,3,1,2023-10,2023-10,https://www.mapillary.com/app/?pKey=240345692352990&focus=photo,
gree-00148,40.7253,-73.932686,False,unclear,,,unclear,none_visible,unclear,False,0,1,1,2023-10,2023-10,https://www.mapillary.com/app/?pKey=2617251691759902&focus=photo,
gree-00149,40.724854,-73.932884,True,wood_utility,,lean_slight,slight,none_visible,none,False,1,3,1,2023-10,2023-10,https://www.mapillary.com/app/?pKey=1012183073398312&focus=photo,
gree-00150,40.725246,-73.93319,False,street_light,,,none,none_visible,none,False,0,1,1,2023-10,2023-10,https://www.mapillary.com/app/?pKey=2918309021638200&focus=photo,
gree-00151,40.725155,-73.93331,False,other,,,unclear,unclear,none,False,0,2,1,2023-10,2023-10,https://www.mapillary.com/app/?pKey=289415327292944&focus=photo,
gree-00152,40.723465,-73.94082,True,wood_utility,vegetation,,none,unclear,touching,False,2,2,1,2024-07,2024-07,https://www.mapillary.com/app/?pKey=1056712189305482&focus=photo,
gree-00153,40.730194,-73.954384,True,wood_utility,,,none,none_visible,none,False,2,3,1,2018-05,2018-05,https://www.mapillary.com/app/?pKey=1173619376406293&focus=photo,
