id,lat,lon,is_utility_pole,pole_type,model_flags,model_watch,lean,crossarm,vegetation,transformer,attachments_estimate,photos_assessed,capture_sequences,photo_shown_date,latest_available_photo_date,source_photo_url,nearest_osm_pole_m
newt-00017,42.3322,-71.25653,True,wood_utility,vegetation,,none,none_visible,touching,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1822873908565332&focus=photo,
newt-00018,42.331924,-71.25689,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=680293151215986&focus=photo,
newt-00019,42.331028,-71.25764,True,wood_utility,,,unclear,unclear,near,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=532001676365651&focus=photo,
newt-00020,42.33213,-71.2564,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=2149177482183418&focus=photo,
newt-00021,42.33075,-71.25733,True,wood_utility,,,unclear,unclear,near,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=554018897321822&focus=photo,
newt-00022,42.3302407,-71.2579383,True,wood_utility,,,none,intact,near,False,2,3,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=3879585205597669&focus=photo,
newt-00023,42.330553,-71.2578175,True,wood_utility,,lean_slight,slight,none_visible,near,True,2,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=555279164256627&focus=photo,
newt-00024,42.330855,-71.257685,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,4,2,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1489186335666258&focus=photo,
newt-00025,42.330772,-71.25773,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1383502116410202&focus=photo,
newt-00026,42.330673,-71.257774,True,wood_utility,,,none,none_visible,near,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=2448650992157345&focus=photo,
newt-00027,42.331047,-71.257744,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=554018897321822&focus=photo,
newt-00028,42.323124,-71.2475233,True,wood_utility,double;vegetation,,none,none_visible,touching,False,1,3,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=648266791318076&focus=photo,
newt-00029,42.323559,-71.24606,True,wood_utility,,lean_slight,slight,none_visible,near,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1363300541663192&focus=photo,
newt-00030,42.3236655,-71.2459775,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1187264986264772&focus=photo,
newt-00031,42.323338,-71.24657,False,street_light,,,none,none_visible,near,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1841906606605112&focus=photo,
newt-00032,42.323463,-71.24657,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1907147360114119&focus=photo,
newt-00033,42.32374,-71.245766,True,wood_utility,,lean_slight,slight,none_visible,near,True,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1243968303815023&focus=photo,
newt-00034,42.32377,-71.245674,True,wood_utility,,,none,none_visible,near,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=3992031854346268&focus=photo,
newt-00035,42.323565,-71.24625,True,wood_utility,,,none,none_visible,near,False,0,3,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=560794733718525&focus=photo,
newt-00036,42.323923,-71.245223,True,wood_utility,,lean_slight,slight,none_visible,near,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=996301325601625&focus=photo,
newt-00037,42.323922,-71.24539,True,wood_utility,,,none,none_visible,none,False,2,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1186380599606656&focus=photo,
newt-00038,42.323647,-71.246056,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1363300541663192&focus=photo,
newt-00039,42.3240145,-71.24497,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1068431861763145&focus=photo,
newt-00040,42.323406,-71.24644,True,wood_utility,,,none,none_visible,near,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1220080686182150&focus=photo,
newt-00041,42.3234316,-71.246692,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,5,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1486538872323545&focus=photo,
newt-00042,42.323696,-71.24591,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=677989324728811&focus=photo,
newt-00043,42.3232497,-71.2471633,True,wood_utility,vegetation,,none,none_visible,touching,False,1,3,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=698923139144168&focus=photo,
newt-00044,42.3239757,-71.2450883,True,wood_utility,vegetation,,none,none_visible,touching,False,1,3,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1010356991196921&focus=photo,
newt-00045,42.3229865,-71.24781,True,wood_utility,vegetation,,none,none_visible,touching,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1374860787112041&focus=photo,
newt-00046,42.32292,-71.24756,True,wood_utility,,,none,none_visible,near,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1193765618861344&focus=photo,
newt-00047,42.323105,-71.24772,True,wood_utility,,,none,none_visible,near,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1402080824551508&focus=photo,
newt-00048,42.32323,-71.24684,False,street_light,,,none,none_visible,near,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1196720082005148&focus=photo,
newt-00049,42.32333,-71.2469283,True,wood_utility,,,none,none_visible,near,False,1,6,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1012648457539226&focus=photo,
newt-00050,42.323295,-71.24704,True,wood_utility,,,none,none_visible,near,False,1,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1063343355721283&focus=photo,
newt-00051,42.3231943,-71.2473113,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,6,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=674392995237884&focus=photo,
newt-00052,42.323517,-71.246415,True,wood_utility,,,none,none_visible,near,False,1,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=24337075735894604&focus=photo,
newt-00053,42.32383,-71.24555,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1582986935744742&focus=photo,
newt-00054,42.32385,-71.24537,True,wood_utility,,,unclear,unclear,near,False,0,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1670681486880810&focus=photo,
newt-00055,42.32332,-71.24667,True,wood_utility,vegetation,,none,none_visible,touching,False,0,1,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1486538872323545&focus=photo,
newt-00056,42.323147,-71.247246,False,street_light,vegetation,,none,none_visible,touching,False,0,1,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=454842821013725&focus=photo,
newt-00057,42.327506,-71.24615,True,wood_utility,double;vegetation,,none,intact,touching,False,1,5,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=755430400442825&focus=photo,
newt-00058,42.32781,-71.24664,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=782317297625873&focus=photo,
newt-00059,42.327286,-71.24603,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1668921390448530&focus=photo,
newt-00060,42.327904,-71.24685,True,wood_utility,lean;vegetation,,moderate,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=4136358416643429&focus=photo,
newt-00061,42.328205,-71.24779,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=2265377987233537&focus=photo,
newt-00062,42.328117,-71.24747,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=3590326704436797&focus=photo,
newt-00063,42.32708,-71.24603,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1912270329340453&focus=photo,
newt-00064,42.328953,-71.250995,True,wood_utility,,,none,none_visible,near,False,1,3,2,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1425938951830047&focus=photo,
newt-00065,42.32904,-71.25088,True,wood_utility,,lean_slight,slight,none_visible,none,False,0,5,2,2025-04,2025-07,https://www.mapillary.com/app/?pKey=1204793247842583&focus=photo,
newt-00066,42.328225,-71.252045,True,wood_utility,,lean_slight,slight,intact,near,False,1,4,2,2025-04,2025-07,https://www.mapillary.com/app/?pKey=1584409158941780&focus=photo,
newt-00067,42.327791,-71.252684,True,wood_utility,,lean_slight,slight,intact,near,False,2,3,2,2025-07,2025-07,https://www.mapillary.com/app/?pKey=1121651543352720&focus=photo,
newt-00068,42.3280823,-71.2522795,True,wood_utility,,,none,intact,near,False,1,4,2,2025-07,2025-07,https://www.mapillary.com/app/?pKey=1309039934255069&focus=photo,
newt-00069,42.3279087,-71.25237,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,2,2025-07,2025-07,https://www.mapillary.com/app/?pKey=613126941834235&focus=photo,
newt-00070,42.3271815,-71.25362,True,wood_utility,,lean_slight,slight,none_visible,none,False,1,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1001110568780145&focus=photo,
newt-00071,42.327301,-71.2534125,True,wood_utility,,,unclear,unclear,near,False,1,2,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1710224436560278&focus=photo,
newt-00072,42.3270375,-71.253762,True,wood_utility,,,none,none_visible,near,False,1,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=547909941212325&focus=photo,
newt-00073,42.326749,-71.25408,True,wood_utility,,,none,intact,near,False,1,6,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=3548609525443603&focus=photo,
newt-00074,42.326935,-71.25376,True,wood_utility,,,none,none_visible,near,False,2,1,1,2025-03,2025-03,https://www.mapillary.com/app/?pKey=661973922892993&focus=photo,
newt-00075,42.328716,-71.252304,True,wood_utility,,,unclear,unclear,near,False,0,1,1,2024-03,2024-03,https://www.mapillary.com/app/?pKey=275575682300459&focus=photo,
newt-00076,42.32531,-71.257926,True,wood_utility,,,none,intact,near,True,1,3,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1051891880126553&focus=photo,
newt-00077,42.331356,-71.25926,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1874802750129757&focus=photo,
newt-00078,42.331497,-71.2592,True,wood_utility,,,none,none_visible,near,False,2,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=669205712540188&focus=photo,
newt-00079,42.32777,-71.25858,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1245384877605510&focus=photo,
newt-00080,42.327663,-71.25872,True,wood_utility,,,none,none_visible,near,False,3,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=809929315081253&focus=photo,
newt-00081,42.329987,-71.24842,True,wood_utility,,,unclear,unclear,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=963076805667806&focus=photo,
newt-00082,42.3304973,-71.2481787,True,wood_utility,,,none,none_visible,near,False,1,6,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=2126022247843667&focus=photo,
newt-00083,42.33056,-71.248055,True,wood_utility,,,none,intact,none,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=601877849571621&focus=photo,
newt-00084,42.33097,-71.247745,True,wood_utility,,,none,intact,near,False,1,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=2143933822715007&focus=photo,
newt-00085,42.3312438,-71.2475876,True,wood_utility,,,none,intact,near,False,2,5,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=701775178947454&focus=photo,
newt-00086,42.3278105,-71.25245,True,wood_utility,double,lean_slight,slight,intact,near,False,1,4,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=784863564427306&focus=photo,
newt-00087,42.32852,-71.251434,True,wood_utility,,lean_slight,slight,intact,near,False,2,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1327295488793284&focus=photo,
newt-00088,42.3260007,-71.2556062,True,wood_utility,,,none,intact,near,False,1,8,3,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1407305203959900&focus=photo,
newt-00089,42.325892,-71.255984,True,wood_utility,,,none,intact,near,False,2,10,4,2025-07,2025-07,https://www.mapillary.com/app/?pKey=1123748796311363&focus=photo,
newt-00090,42.326185,-71.255047,True,wood_utility,,,none,none_visible,none,True,2,6,3,2025-04,2025-04,https://www.mapillary.com/app/?pKey=4116132508710125&focus=photo,
newt-00091,42.326176,-71.258255,True,wood_utility,,,none,intact,none,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1345182730091650&focus=photo,
newt-00092,42.3265243,-71.2586037,True,wood_utility,,,none,intact,near,False,1,6,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=697986232576436&focus=photo,
newt-00093,42.32645,-71.2585,True,wood_utility,,,none,intact,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=697986232576436&focus=photo,
newt-00094,42.32626,-71.258335,True,wood_utility,,,none,intact,near,False,2,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=2069713330205053&focus=photo,
newt-00095,42.325819,-71.2579805,True,wood_utility,,,none,none_visible,near,False,1,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1033677261968755&focus=photo,
newt-00096,42.3253947,-71.2576127,True,wood_utility,,,none,none_visible,near,False,1,3,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1712400282967999&focus=photo,
newt-00097,42.3260155,-71.258143,True,wood_utility,,lean_slight,slight,intact,near,False,2,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1902041993932535&focus=photo,
newt-00098,42.32562,-71.25792,True,wood_utility,,lean_slight,slight,intact,none,True,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=555438030905545&focus=photo,
newt-00099,42.32634,-71.25839,True,wood_utility,,,none,intact,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1338228590724990&focus=photo,
newt-00100,42.3263972,-71.2584524,True,wood_utility,,,none,intact,near,False,1,5,2,2025-05,2025-05,https://www.mapillary.com/app/?pKey=1768270074038020&focus=photo,
newt-00101,42.3261244,-71.2581988,True,wood_utility,,,none,intact,near,False,2,5,2,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1279631113918615&focus=photo,
newt-00102,42.32993,-71.247958,True,wood_utility,,lean_slight,slight,intact,near,False,2,4,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=2873718426131152&focus=photo,
newt-00103,42.327568,-71.25276,True,wood_utility,lean,,moderate,intact,near,False,1,1,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=962630839028085&focus=photo,
newt-00104,42.327343,-71.252846,True,concrete_or_steel_utility,,,none,none_visible,near,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1006679828100893&focus=photo,
newt-00105,42.325464,-71.257265,True,wood_utility,,,none,intact,none,True,1,8,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1323603555514511&focus=photo,
newt-00106,42.325375,-71.25744,True,wood_utility,,,none,intact,none,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1842326463248088&focus=photo,
newt-00107,42.325397,-71.25729,True,wood_utility,,,none,intact,none,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=998518561859330&focus=photo,
newt-00108,42.3255265,-71.257015,True,wood_utility,,,none,intact,near,True,2,4,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1163526638601261&focus=photo,
newt-00109,42.325455,-71.25755,True,wood_utility,vegetation,,none,none_visible,touching,False,2,1,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=647238794588082&focus=photo,
newt-00110,42.329451,-71.25815,True,wood_utility,,,none,none_visible,near,False,2,3,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=4389206654631658&focus=photo,
newt-00111,42.32925,-71.25821,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1190717669822786&focus=photo,
newt-00112,42.331287,-71.258965,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1529252021673603&focus=photo,
newt-00113,42.3262515,-71.254944,True,wood_utility,,,none,none_visible,none,False,1,2,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=609946745408356&focus=photo,
newt-00114,42.3262867,-71.2548617,True,wood_utility,,,none,intact,none,False,2,3,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=609946745408356&focus=photo,
newt-00115,42.32657,-71.25442,True,wood_utility,,,none,intact,near,False,2,1,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=566020566005977&focus=photo,
newt-00116,42.32608,-71.24643,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1287202358959882&focus=photo,
newt-00117,42.325428,-71.24576,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1806989863185095&focus=photo,
newt-00118,42.326225,-71.246506,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1111321733787628&focus=photo,
newt-00119,42.32573,-71.24627,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1239945717819545&focus=photo,
newt-00120,42.32577,-71.24606,True,wood_utility,vegetation,lean_slight,slight,unclear,touching,False,0,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=557768730691967&focus=photo,
newt-00121,42.325893,-71.24642,True,wood_utility,,lean_slight,slight,unclear,near,False,0,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1604400967190482&focus=photo,
newt-00122,42.32673,-71.246416,True,wood_utility,vegetation,,unclear,unclear,touching,False,1,3,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1472017220588386&focus=photo,
newt-00123,42.32565,-71.24611,True,wood_utility,vegetation,,none,none_visible,touching,False,0,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1250430320431233&focus=photo,
newt-00124,42.32686,-71.24621,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1809045799963378&focus=photo,
newt-00125,42.326473,-71.24646,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=3730561487242577&focus=photo,
newt-00126,42.32723,-71.24884,True,wood_utility,,,none,none_visible,near,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=2251151235403801&focus=photo,
newt-00127,42.3264165,-71.246663,True,wood_utility,double;vegetation,,none,none_visible,touching,False,1,4,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1309240597535445&focus=photo,
newt-00128,42.32691,-71.24713,True,wood_utility,vegetation,,none,none_visible,touching,False,0,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=3376360715862964&focus=photo,
newt-00129,42.32718,-71.248184,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=600900456287218&focus=photo,
newt-00130,42.326664,-71.24684,False,street_light,vegetation,,none,none_visible,touching,False,0,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=1709367053784945&focus=photo,
newt-00131,42.327145,-71.24784,True,wood_utility,vegetation,,unclear,unclear,touching,True,1,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=761207293214844&focus=photo,
newt-00132,42.327057,-71.247475,True,wood_utility,vegetation,,none,none_visible,touching,False,0,2,1,2025-08,2025-08,https://www.mapillary.com/app/?pKey=24082349211465778&focus=photo,
newt-00133,42.328814,-71.2509275,True,wood_utility,,,none,intact,none,False,2,4,2,2026-02,2026-02,https://www.mapillary.com/app/?pKey=1469325364710483&focus=photo,
newt-00134,42.32902,-71.250534,True,concrete_or_steel_utility,,,none,none_visible,near,False,0,1,1,2026-02,2026-02,https://www.mapillary.com/app/?pKey=958240303213071&focus=photo,
newt-00135,42.328952,-71.25065,False,traffic_signal,,,none,none_visible,near,False,0,2,1,2026-02,2026-02,https://www.mapillary.com/app/?pKey=1469325364710483&focus=photo,
newt-00136,42.328754,-71.2507,True,wood_utility,,,none,intact,near,False,1,1,1,2026-02,2026-02,https://www.mapillary.com/app/?pKey=2044821776094667&focus=photo,
newt-00137,42.328728,-71.25081,True,wood_utility,,lean_slight,slight,intact,near,False,2,1,1,2026-02,2026-02,https://www.mapillary.com/app/?pKey=920377230744584&focus=photo,
newt-00138,42.3286883,-71.2514387,True,wood_utility,,lean_slight,slight,intact,near,False,1,3,2,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1427992655032922&focus=photo,
newt-00139,42.3325367,-71.25558,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,2,2025-10,2025-10,https://www.mapillary.com/app/?pKey=831878532647154&focus=photo,
newt-00140,42.332929,-71.2548625,True,wood_utility,,,none,none_visible,near,False,1,4,2,2025-10,2025-10,https://www.mapillary.com/app/?pKey=4210869922466125&focus=photo,
newt-00141,42.333069,-71.2545867,True,wood_utility,,,none,none_visible,near,False,1,6,2,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1646738853434698&focus=photo,
newt-00142,42.321831,-71.2464625,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,4,2,2025-10,2025-10,https://www.mapillary.com/app/?pKey=666004902800786&focus=photo,
newt-00143,42.321884,-71.24539,True,wood_utility,,,none,unclear,near,False,0,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1555714598925732&focus=photo,
newt-00144,42.325859,-71.2560587,True,wood_utility,,,none,intact,near,False,2,3,2,2025-03,2025-10,https://www.mapillary.com/app/?pKey=9149557748506270&focus=photo,
newt-00145,42.32688,-71.25651,True,wood_utility,vegetation,lean_slight,slight,unclear,touching,False,1,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1130957645853781&focus=photo,
newt-00146,42.327065,-71.256454,True,wood_utility,lean;vegetation,,severe,none_visible,touching,True,1,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1308917897043433&focus=photo,
newt-00147,42.326397,-71.25668,True,wood_utility,lean,,moderate,none_visible,near,False,1,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=25205708955701954&focus=photo,
newt-00148,42.3267,-71.256584,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,2,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=2903133650075580&focus=photo,
newt-00149,42.32614,-71.256775,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1296744871770541&focus=photo,
newt-00150,42.3287867,-71.24379,True,wood_utility,,,none,intact,none,False,2,3,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=638499695657562&focus=photo,
newt-00151,42.328773,-71.24407,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=971266848449458&focus=photo,
newt-00152,42.3288,-71.2437,True,wood_utility,vegetation,,unclear,unclear,touching,False,1,1,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=1010078054389663&focus=photo,
newt-00153,42.328873,-71.24417,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=4030867203811547&focus=photo,
newt-00154,42.329006,-71.24464,True,wood_utility,,,none,none_visible,near,False,2,2,1,2025-04,2025-04,https://www.mapillary.com/app/?pKey=651245950997919&focus=photo,
