id,lat,lon,is_utility_pole,pole_type,model_flags,model_watch,lean,crossarm,vegetation,transformer,attachments_estimate,photos_assessed,capture_sequences,photo_shown_date,latest_available_photo_date,source_photo_url,nearest_osm_pole_m
marb-00037,42.49431,-70.8433,True,wood_utility,lean;vegetation,,severe,none_visible,touching,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1930796464164822&focus=photo,
marb-00038,42.4941,-70.84372,True,wood_utility,vegetation,,none,intact,touching,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=828668909891019&focus=photo,
marb-00039,42.49364,-70.84471,True,wood_utility,lean,,severe,intact,none,False,0,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=2046363242859313&focus=photo,
marb-00040,42.494556,-70.842926,True,wood_utility,vegetation,,unclear,none_visible,touching,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1142784944278760&focus=photo,
marb-00041,42.507706,-70.845276,True,wood_utility,vegetation,,none,none_visible,touching,False,1,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=1429849574257689&focus=photo,
marb-00042,42.5077552,-70.845692,True,wood_utility,,,none,none_visible,near,False,2,5,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=256565560576867&focus=photo,
marb-00043,42.507683,-70.84555,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=335769795542825&focus=photo,
marb-00044,42.507587,-70.845024,True,wood_utility,,,none,none_visible,near,False,0,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=1015947893066796&focus=photo,
marb-00045,42.503147,-70.84963,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,2,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=1359525914662798&focus=photo,
marb-00046,42.50328,-70.84953,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=1359525914662798&focus=photo,
marb-00047,42.4976508,-70.874515,True,wood_utility,vegetation,,none,none_visible,touching,False,1,4,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=942719850150550&focus=photo,6.8
marb-00048,42.498311,-70.8725083,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,True,0,6,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=1445496089618508&focus=photo,6.6
marb-00049,42.498386,-70.8723,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=1475092229915257&focus=photo,12.7
marb-00050,42.498436,-70.8724,True,wood_utility,vegetation,,none,none_visible,touching,False,1,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=311306278144566&focus=photo,10.3
marb-00051,42.49808,-70.873314,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=885766183154303&focus=photo,14.3
marb-00052,42.497856,-70.87392,True,wood_utility,vegetation,,none,none_visible,touching,False,0,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=302547209026453&focus=photo,8.7
marb-00053,42.48943,-70.87014,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,3,1,2023-11,2023-11,https://www.mapillary.com/app/?pKey=275913058277738&focus=photo,
marb-00054,42.5029965,-70.84971,True,wood_utility,vegetation,lean_slight,slight,intact,touching,False,1,6,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=3457230884543110&focus=photo,
marb-00055,42.502796,-70.849808,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,2,5,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=267778749372365&focus=photo,
marb-00056,42.499523,-70.868576,True,wood_utility,lean;vegetation,,moderate,none_visible,touching,False,0,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=808849907649402&focus=photo,7.3
marb-00057,42.499626,-70.86709,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,1,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=247715841571933&focus=photo,3.1
marb-00058,42.49952,-70.868744,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=2753634158111531&focus=photo,20.9
marb-00059,42.499504,-70.868935,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=3075879646050608&focus=photo,23.4
marb-00060,42.499603,-70.86743,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,1,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=6933969593314690&focus=photo,
marb-00061,42.499607,-70.8679,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=6407596855998578&focus=photo,9.6
marb-00062,42.506298,-70.848175,True,wood_utility,lean,,moderate,none_visible,none,False,2,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=675970197883427&focus=photo,
marb-00063,42.5064075,-70.848195,True,wood_utility,,,none,none_visible,near,False,2,6,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=1321076282162317&focus=photo,
marb-00064,42.506587,-70.84812,True,wood_utility,,,none,none_visible,none,False,1,6,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=251088647877653&focus=photo,
marb-00065,42.506577,-70.84803,True,wood_utility,,,none,none_visible,near,True,1,1,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=541723651416603&focus=photo,
marb-00066,42.503468,-70.84858,True,wood_utility,lean,,moderate,none_visible,none,False,0,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=2415211938652459&focus=photo,
marb-00067,42.49736,-70.8569,True,wood_utility,vegetation,,unclear,unclear,touching,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=2635787300109492&focus=photo,
marb-00068,42.497407,-70.856945,True,wood_utility,lean,,moderate,none_visible,near,False,1,4,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1744698432909934&focus=photo,
marb-00069,42.495872,-70.85471,True,wood_utility,,,unclear,unclear,near,False,0,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1137115008140669&focus=photo,
marb-00070,42.496864,-70.85617,True,wood_utility,vegetation,,none,none_visible,touching,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1334929750995218&focus=photo,
marb-00071,42.497063,-70.85645,True,wood_utility,,lean_slight,slight,none_visible,none,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=690388923730744&focus=photo,
marb-00072,42.496723,-70.855965,True,wood_utility,,lean_slight,slight,none_visible,none,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=25100177799644515&focus=photo,
marb-00073,42.497242,-70.85671,True,wood_utility,,lean_slight,slight,none_visible,none,True,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=3488674191274324&focus=photo,
marb-00074,42.496407,-70.8555,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=4127765720810882&focus=photo,
marb-00075,42.496014,-70.854944,True,wood_utility,,,none,none_visible,near,False,2,5,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=849735318006158&focus=photo,
marb-00076,42.496174,-70.85515,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=25938597875741482&focus=photo,
marb-00077,42.49659,-70.85577,True,wood_utility,lean,,severe,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1383048456749953&focus=photo,
marb-00078,42.507233,-70.847496,True,wood_utility,vegetation,,none,none_visible,touching,False,2,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=673329171488005&focus=photo,
marb-00079,42.507462,-70.847247,True,wood_utility,,,none,none_visible,near,False,2,6,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=146611988486228&focus=photo,
marb-00080,42.507557,-70.84715,True,wood_utility,,,none,none_visible,none,False,0,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=253091730931888&focus=photo,
marb-00081,42.49441,-70.8612,True,wood_utility,lean,,severe,none_visible,near,True,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=25320333380924655&focus=photo,
marb-00082,42.4944705,-70.86132,True,wood_utility,,,none,intact,near,True,1,6,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=813485008095381&focus=photo,
marb-00083,42.4946571,-70.8616691,True,wood_utility,,,none,none_visible,near,False,2,11,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1346196316964599&focus=photo,
marb-00084,42.4941236,-70.8607993,True,wood_utility,lean,,moderate,none_visible,near,True,1,7,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=3327710220719687&focus=photo,
marb-00085,42.4946065,-70.861495,True,wood_utility,,,none,intact,near,True,2,6,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1595721505138249&focus=photo,
marb-00086,42.495002,-70.8617475,True,wood_utility,,,none,intact,near,False,2,6,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=853772290516450&focus=photo,
marb-00087,42.4948487,-70.8618783,True,wood_utility,double,,none,none_visible,near,False,0,9,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1214386350519489&focus=photo,
marb-00088,42.4949083,-70.8618137,True,wood_utility,double;lean,,moderate,intact,near,False,0,9,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1326217241991666&focus=photo,
marb-00089,42.494896,-70.861984,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=3910521189222980&focus=photo,
marb-00090,42.49521,-70.861496,True,wood_utility,,,none,none_visible,near,False,1,1,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1364541488711132&focus=photo,
marb-00091,42.494022,-70.86051,True,wood_utility,,,none,none_visible,none,True,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=530364116838958&focus=photo,
marb-00092,42.493687,-70.860306,True,wood_utility,lean,,severe,none_visible,none,False,0,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=819310954026509&focus=photo,
marb-00093,42.493787,-70.8602625,True,wood_utility,,,none,none_visible,none,False,2,4,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=819310954026509&focus=photo,
marb-00094,42.494026,-70.8602,True,wood_utility,,lean_slight,slight,unclear,near,False,1,1,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1946708036284174&focus=photo,
marb-00095,42.4939392,-70.8605074,True,wood_utility,,,none,intact,near,False,2,5,2,2023-11,2025-11,https://www.mapillary.com/app/?pKey=294433706239947&focus=photo,
marb-00096,42.493855,-70.860405,True,wood_utility,,,none,none_visible,near,False,1,1,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1341945631276507&focus=photo,
marb-00097,42.494198,-70.86087,True,wood_utility,lean,,moderate,intact,near,True,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1894065001512005&focus=photo,
marb-00098,42.49498,-70.86207,True,wood_utility,,,unclear,none_visible,near,False,0,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1326217241991666&focus=photo,
marb-00099,42.4947755,-70.8617975,True,wood_utility,vegetation,,none,none_visible,touching,False,1,6,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=707420121928473&focus=photo,
marb-00100,42.4960938,-70.8550913,True,wood_utility,double,lean_slight,slight,intact,near,False,2,4,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=721113544338962&focus=photo,
marb-00101,42.482517,-70.87819,True,wood_utility,,lean_slight,slight,none_visible,none,False,1,3,1,2023-11,2023-11,https://www.mapillary.com/app/?pKey=709165734166377&focus=photo,
marb-00102,42.48359,-70.87722,True,wood_utility,vegetation,,unclear,unclear,touching,False,0,1,1,2023-11,2023-11,https://www.mapillary.com/app/?pKey=157632544075967&focus=photo,
marb-00103,42.482815,-70.87803,True,wood_utility,,lean_slight,slight,intact,near,False,1,3,1,2023-11,2023-11,https://www.mapillary.com/app/?pKey=323150980463237&focus=photo,
marb-00104,42.482475,-70.87843,True,wood_utility,,,none,none_visible,near,False,0,3,1,2023-11,2023-11,https://www.mapillary.com/app/?pKey=1551562422314845&focus=photo,
marb-00105,42.482708,-70.87861,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,3,1,2023-11,2023-11,https://www.mapillary.com/app/?pKey=1115024263272961&focus=photo,
marb-00106,42.48314,-70.877686,True,wood_utility,,,none,intact,near,False,1,3,1,2023-11,2023-11,https://www.mapillary.com/app/?pKey=334877552493278&focus=photo,
marb-00107,42.491467,-70.846306,False,street_light,,lean_slight,slight,none_visible,near,False,0,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1149706703954644&focus=photo,
marb-00108,42.503902,-70.83383,True,wood_utility,,,none,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1146767124253970&focus=photo,
marb-00109,42.50467,-70.83285,False,street_light,,lean_slight,slight,none_visible,near,False,0,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=25250661504529696&focus=photo,
marb-00110,42.5039375,-70.833675,True,wood_utility,lean,,moderate,none_visible,near,False,1,4,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1146767124253970&focus=photo,
marb-00111,42.504055,-70.83348,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,2,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1119946683259168&focus=photo,
marb-00112,42.503826,-70.8339888,True,concrete_or_steel_utility,lean;vegetation,,severe,none_visible,touching,False,0,4,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1477379746659759&focus=photo,
marb-00113,42.504116,-70.833374,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,2,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1460202775074814&focus=photo,
marb-00114,42.5037887,-70.8341867,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1317235596289164&focus=photo,
marb-00115,42.500618,-70.836044,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=858389417138942&focus=photo,
marb-00116,42.50003,-70.83719,True,wood_utility,lean;vegetation,,severe,none_visible,touching,False,0,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1347601310072024&focus=photo,
marb-00117,42.50012,-70.83663,True,wood_utility,,lean_slight,slight,intact,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1394336948798003&focus=photo,
marb-00118,42.500652,-70.835945,True,wood_utility,,lean_slight,slight,none_visible,none,True,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=25871598042428075&focus=photo,
marb-00119,42.499477,-70.83749,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1587300539308483&focus=photo,
marb-00120,42.500736,-70.83583,True,wood_utility,,lean_slight,slight,intact,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=2076098973195701&focus=photo,
marb-00121,42.500396,-70.83628,True,wood_utility,double,lean_slight,slight,intact,near,False,2,6,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1166825258251950&focus=photo,
marb-00122,42.500698,-70.83614,True,wood_utility,lean,,severe,none_visible,near,False,0,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1413468303445213&focus=photo,
marb-00123,42.4998368,-70.83712,True,wood_utility,,,none,none_visible,near,False,2,5,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1007786941503058&focus=photo,
marb-00124,42.499626,-70.837296,True,wood_utility,,lean_slight,slight,none_visible,none,True,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1547801103013161&focus=photo,
marb-00125,42.49972,-70.83729,True,wood_utility,,lean_slight,slight,unclear,near,False,1,2,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1327252242514245&focus=photo,
marb-00126,42.49987,-70.836975,True,wood_utility,,,none,none_visible,none,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1347601310072024&focus=photo,
marb-00127,42.498455,-70.83898,True,wood_utility,,lean_slight,slight,unclear,near,False,1,1,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=796358479936895&focus=photo,
marb-00128,42.49833,-70.83905,True,wood_utility,vegetation,,none,none_visible,touching,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1365893121862100&focus=photo,
marb-00129,42.49893,-70.83824,True,wood_utility,lean,,severe,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=710081151599973&focus=photo,
marb-00130,42.498745,-70.83848,True,wood_utility,,,none,intact,near,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1330074808606813&focus=photo,
marb-00131,42.49816,-70.839264,True,wood_utility,lean;vegetation,,severe,unclear,touching,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=4212836872320527&focus=photo,
marb-00132,42.498493,-70.83883,True,wood_utility,,,none,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=822068044158651&focus=photo,
marb-00133,42.49938,-70.83774,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,1,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1299869665503256&focus=photo,
marb-00134,42.499306,-70.837814,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,2,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=692826960569128&focus=photo,
marb-00135,42.49914,-70.83801,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=863815659314177&focus=photo,
marb-00136,42.490658,-70.83973,True,wood_utility,,lean_slight,slight,unclear,near,False,1,1,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1585563472607116&focus=photo,
marb-00137,42.490414,-70.8399,True,wood_utility,lean;vegetation,,severe,none_visible,touching,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1325218135763316&focus=photo,
marb-00138,42.4902733,-70.839895,True,wood_utility,lean,,moderate,none_visible,near,False,1,4,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1165564002344819&focus=photo,
marb-00139,42.49019,-70.83988,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,2,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1910837803123638&focus=photo,
marb-00140,42.49049,-70.839874,True,wood_utility,,,none,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1585563472607116&focus=photo,
marb-00141,42.490986,-70.83863,True,wood_utility,,,unclear,unclear,none,False,1,1,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=789050084131296&focus=photo,
marb-00142,42.50387,-70.8541,True,wood_utility,vegetation,,none,none_visible,touching,False,2,3,1,2023-08,2023-08,https://www.mapillary.com/app/?pKey=588692123227392&focus=photo,
marb-00143,42.4936005,-70.8599925,True,wood_utility,,,none,none_visible,near,False,2,6,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=683919411116573&focus=photo,
marb-00144,42.493176,-70.85924,True,wood_utility,,,none,none_visible,near,False,1,3,1,2023-11,2023-11,https://www.mapillary.com/app/?pKey=663846382483946&focus=photo,
marb-00145,42.4924547,-70.8583133,True,wood_utility,,,none,none_visible,near,False,1,3,1,2023-11,2023-11,https://www.mapillary.com/app/?pKey=687251120168651&focus=photo,
marb-00146,42.4926015,-70.8584595,True,wood_utility,vegetation,,none,none_visible,touching,False,1,6,1,2023-11,2023-11,https://www.mapillary.com/app/?pKey=3405612243084979&focus=photo,
marb-00147,42.4933855,-70.859598,True,wood_utility,,,none,none_visible,near,False,1,6,1,2023-11,2023-11,https://www.mapillary.com/app/?pKey=280430367782382&focus=photo,
marb-00148,42.492306,-70.85839,True,wood_utility,,,none,none_visible,near,False,1,2,1,2023-11,2023-11,https://www.mapillary.com/app/?pKey=311184745099319&focus=photo,
marb-00149,42.492767,-70.85863,True,wood_utility,,,none,none_visible,near,False,0,3,1,2023-11,2023-11,https://www.mapillary.com/app/?pKey=854083783069631&focus=photo,
marb-00150,42.4929593,-70.85901,True,wood_utility,,,none,none_visible,near,False,1,3,1,2023-11,2023-11,https://www.mapillary.com/app/?pKey=192098463951918&focus=photo,
marb-00151,42.493652,-70.86007,True,wood_utility,,,none,none_visible,near,False,1,1,1,2023-11,2023-11,https://www.mapillary.com/app/?pKey=635932075157871&focus=photo,
