id,lat,lon,is_utility_pole,pole_type,model_flags,model_watch,lean,crossarm,vegetation,transformer,attachments_estimate,photos_assessed,capture_sequences,photo_shown_date,latest_available_photo_date,source_photo_url,nearest_osm_pole_m
hard-00023,44.49881,-72.323435,True,wood_utility,,,none,intact,near,False,0,4,2,2016-06,2018-07,https://www.mapillary.com/app/?pKey=250746916846966&focus=photo,
hard-00024,44.495384,-72.31952,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,1,2018-07,2018-07,https://www.mapillary.com/app/?pKey=377856296975323&focus=photo,
hard-00025,44.495285,-72.31922,True,wood_utility,,,none,intact,near,False,0,2,1,2018-07,2018-07,https://www.mapillary.com/app/?pKey=1483927121949308&focus=photo,
hard-00026,44.56329,-72.31028,True,wood_utility,,lean_slight,slight,intact,near,False,1,3,1,2019-07,2019-07,https://www.mapillary.com/app/?pKey=316475883437481&focus=photo,
hard-00027,44.54115,-72.37426,True,wood_utility,,lean_slight,slight,intact,near,False,0,3,3,2018-07,2018-07,https://www.mapillary.com/app/?pKey=883053252286066&focus=photo,
hard-00028,44.543476,-72.37394,True,wood_utility,,lean_slight,slight,intact,near,False,0,3,3,2018-07,2018-07,https://www.mapillary.com/app/?pKey=497545318124084&focus=photo,
hard-00029,44.539444,-72.374105,True,wood_utility,,lean_slight,slight,intact,near,False,1,6,6,2018-07,2018-07,https://www.mapillary.com/app/?pKey=165579175574164&focus=photo,
hard-00030,44.538793,-72.374155,True,wood_utility,vegetation,lean_slight,slight,intact,touching,False,0,4,3,2018-07,2018-07,https://www.mapillary.com/app/?pKey=884761578740287&focus=photo,
hard-00031,44.54128,-72.37429,True,wood_utility,,lean_slight,slight,intact,near,False,0,3,3,2018-06,2018-06,https://www.mapillary.com/app/?pKey=168538791798864&focus=photo,
hard-00032,44.539154,-72.37359,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,3,2,2016-07,2016-07,https://www.mapillary.com/app/?pKey=813216249619119&focus=photo,
hard-00033,44.538208,-72.37386,True,wood_utility,vegetation,,none,none_visible,touching,False,1,1,1,2014-06,2014-06,https://www.mapillary.com/app/?pKey=814968665801740&focus=photo,
hard-00034,44.538673,-72.37407,False,unclear,,,unclear,none_visible,unclear,False,0,1,1,2016-07,2016-07,https://www.mapillary.com/app/?pKey=911027946128735&focus=photo,
hard-00035,44.542647,-72.374225,True,wood_utility,,lean_slight,slight,intact,near,False,0,6,4,2018-06,2018-07,https://www.mapillary.com/app/?pKey=301210464918832&focus=photo,
hard-00036,44.53918,-72.374084,True,wood_utility,lean;vegetation,,moderate,intact,touching,False,2,1,1,2016-07,2018-06,https://www.mapillary.com/app/?pKey=1215095365598805&focus=photo,
hard-00037,44.539093,-72.37407,True,wood_utility,vegetation,lean_slight,slight,intact,touching,False,1,3,3,2014-06,2016-07,https://www.mapillary.com/app/?pKey=4297644410286405&focus=photo,
hard-00038,44.53973,-72.374054,True,wood_utility,,,none,intact,near,False,1,3,2,2016-07,2016-07,https://www.mapillary.com/app/?pKey=1145519029248845&focus=photo,
hard-00039,44.53848,-72.37411,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,1,1,2016-07,2016-07,https://www.mapillary.com/app/?pKey=847419652530835&focus=photo,
hard-00040,44.539917,-72.37407,True,wood_utility,,,none,intact,near,False,0,3,2,2018-07,2018-07,https://www.mapillary.com/app/?pKey=394171551758516&focus=photo,
hard-00041,44.54054,-72.374176,True,wood_utility,vegetation,lean_slight,slight,intact,touching,True,1,3,2,2018-06,2018-06,https://www.mapillary.com/app/?pKey=1201041556999725&focus=photo,
hard-00042,44.494663,-72.31795,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,3,3,2016-06,2016-06,https://www.mapillary.com/app/?pKey=328076305413800&focus=photo,
hard-00043,44.494484,-72.31727,True,wood_utility,vegetation,,none,none_visible,touching,False,0,1,1,2016-06,2016-06,https://www.mapillary.com/app/?pKey=801879027122939&focus=photo,
hard-00044,44.494407,-72.31707,True,wood_utility,vegetation,,none,none_visible,touching,True,1,6,4,2018-07,2018-07,https://www.mapillary.com/app/?pKey=799332430699947&focus=photo,
hard-00045,44.495117,-72.3188,True,wood_utility,vegetation,,unclear,unclear,touching,False,0,1,1,2016-06,2016-06,https://www.mapillary.com/app/?pKey=208530211098089&focus=photo,
hard-00046,44.495476,-72.31963,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,1,2016-06,2016-06,https://www.mapillary.com/app/?pKey=524808605224805&focus=photo,
hard-00047,44.496445,-72.321,True,wood_utility,,,none,none_visible,near,False,0,3,2,2018-07,2018-07,https://www.mapillary.com/app/?pKey=297474248675744&focus=photo,
hard-00048,44.49679,-72.32135,False,unclear,,,unclear,none_visible,unclear,False,0,1,1,2016-06,2016-06,https://www.mapillary.com/app/?pKey=149312530523515&focus=photo,
hard-00049,44.494385,-72.31686,True,wood_utility,vegetation,,none,none_visible,touching,False,1,1,1,2016-06,2016-06,https://www.mapillary.com/app/?pKey=1626090527576906&focus=photo,
hard-00050,44.495407,-72.318436,True,wood_utility,,lean_slight,slight,unclear,near,False,1,3,3,2014-06,2016-06,https://www.mapillary.com/app/?pKey=600123424280633&focus=photo,
hard-00051,44.4956,-72.31976,True,wood_utility,,lean_slight,slight,intact,near,False,1,3,2,2016-06,2016-06,https://www.mapillary.com/app/?pKey=808194469814047&focus=photo,
hard-00052,44.51589,-72.39981,False,unclear,,,unclear,unclear,unclear,False,0,1,1,2016-06,2016-06,https://www.mapillary.com/app/?pKey=1427952997574499&focus=photo,
hard-00053,44.57565,-72.29413,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,3,3,2019-07,2019-07,https://www.mapillary.com/app/?pKey=782582115776036&focus=photo,
hard-00054,44.575962,-72.29493,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,3,3,2015-07,2015-07,https://www.mapillary.com/app/?pKey=470704617333354&focus=photo,
hard-00055,44.575962,-72.29473,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,2,2019-07,2019-07,https://www.mapillary.com/app/?pKey=779084909417815&focus=photo,
hard-00056,44.57514,-72.293884,True,wood_utility,,,none,none_visible,near,False,0,3,2,2019-07,2019-07,https://www.mapillary.com/app/?pKey=2618653158435622&focus=photo,
hard-00057,44.52832,-72.337364,True,wood_utility,,,none,none_visible,none,False,0,3,2,2019-07,2019-07,https://www.mapillary.com/app/?pKey=292415235871849&focus=photo,
hard-00058,44.57382,-72.293205,True,wood_utility,,lean_slight,slight,none_visible,near,False,0,6,4,2019-07,2019-07,https://www.mapillary.com/app/?pKey=1740433789679422&focus=photo,
hard-00059,44.57595,-72.29509,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,3,2,2017-07,2017-07,https://www.mapillary.com/app/?pKey=185417723473114&focus=photo,
hard-00060,44.52913,-72.33671,True,wood_utility,,,none,none_visible,none,False,1,2,2,2017-07,2017-07,https://www.mapillary.com/app/?pKey=795858071071154&focus=photo,
hard-00061,44.5287893,-72.33701,True,wood_utility,,,none,intact,none,True,1,9,5,2019-07,2019-07,https://www.mapillary.com/app/?pKey=1629073703956050&focus=photo,
hard-00062,44.534187,-72.374306,True,wood_utility,,,none,intact,none,False,0,3,2,2018-07,2018-07,https://www.mapillary.com/app/?pKey=174224797966900&focus=photo,
hard-00063,44.53404,-72.374275,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,1,1,2016-07,2016-07,https://www.mapillary.com/app/?pKey=1418803471812476&focus=photo,
hard-00064,44.531235,-72.37407,True,wood_utility,,lean_slight,slight,intact,near,False,0,1,1,2016-07,2018-06,https://www.mapillary.com/app/?pKey=2568173683491195&focus=photo,
hard-00065,44.535027,-72.37419,True,wood_utility,,lean_slight,slight,intact,near,False,0,2,1,2016-07,2018-06,https://www.mapillary.com/app/?pKey=170787794986698&focus=photo,
hard-00066,44.53451,-72.433914,True,wood_utility,,lean_slight,slight,none_visible,near,False,0,3,3,2018-07,2018-07,https://www.mapillary.com/app/?pKey=2616186062019489&focus=photo,
hard-00067,44.518658,-72.30268,True,wood_utility,vegetation,lean_slight,slight,unclear,touching,False,0,1,1,2016-06,2016-06,https://www.mapillary.com/app/?pKey=3945335868895891&focus=photo,
hard-00068,44.50488,-72.36116,True,wood_utility,,,none,none_visible,near,False,1,2,1,2013-09,2015-07,https://www.mapillary.com/app/?pKey=776732759681548&focus=photo,
hard-00069,44.5055657,-72.3645406,True,wood_utility,,,none,intact,near,True,1,8,2,2019-07,2019-07,https://www.mapillary.com/app/?pKey=769920660332843&focus=photo,
hard-00070,44.5053823,-72.3642687,True,wood_utility,,,none,none_visible,near,False,2,9,3,2019-07,2019-07,https://www.mapillary.com/app/?pKey=289259999557169&focus=photo,
hard-00071,44.505126,-72.3639056,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,5,3,2019-07,2019-07,https://www.mapillary.com/app/?pKey=3940780149362847&focus=photo,
hard-00072,44.50455,-72.36188,True,wood_utility,,,none,none_visible,near,False,1,2,2,2017-07,2017-07,https://www.mapillary.com/app/?pKey=3744603405661816&focus=photo,
hard-00073,44.50517,-72.36396,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,3,3,2019-07,2019-07,https://www.mapillary.com/app/?pKey=125376969596648&focus=photo,
hard-00074,44.50458,-72.36154,True,wood_utility,,,none,intact,near,False,0,2,2,2019-07,2019-07,https://www.mapillary.com/app/?pKey=3869855929809514&focus=photo,
hard-00075,44.5044738,-72.36286,True,wood_utility,,,none,none_visible,near,False,1,4,3,2017-07,2019-07,https://www.mapillary.com/app/?pKey=220767769860294&focus=photo,
hard-00076,44.50452,-72.36204,True,wood_utility,,,none,none_visible,near,False,0,3,3,2019-07,2019-07,https://www.mapillary.com/app/?pKey=789118548248567&focus=photo,
hard-00077,44.504677,-72.36161,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,3,2019-07,2019-07,https://www.mapillary.com/app/?pKey=334513924683226&focus=photo,
hard-00078,44.50482,-72.36346,True,wood_utility,,,none,none_visible,none,False,2,3,3,2017-07,2017-07,https://www.mapillary.com/app/?pKey=1220401761722410&focus=photo,
hard-00079,44.50497,-72.363655,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,3,2,2019-07,2019-07,https://www.mapillary.com/app/?pKey=804054346888231&focus=photo,
hard-00080,44.504752,-72.36142,True,wood_utility,,,none,intact,near,False,1,6,2,2019-07,2019-07,https://www.mapillary.com/app/?pKey=3869855929809514&focus=photo,
hard-00081,44.504307,-72.36259,True,wood_utility,vegetation,,none,none_visible,touching,False,1,6,3,2019-07,2019-07,https://www.mapillary.com/app/?pKey=222363862755726&focus=photo,
hard-00082,44.505447,-72.364204,True,wood_utility,,,none,none_visible,near,False,1,3,3,2019-07,2019-07,https://www.mapillary.com/app/?pKey=152286106878773&focus=photo,
hard-00083,44.50521,-72.36034,True,wood_utility,,lean_slight,slight,none_visible,near,True,2,3,2,2019-07,2019-07,https://www.mapillary.com/app/?pKey=592725915027439&focus=photo,
hard-00084,44.504562,-72.36299,True,wood_utility,,,none,none_visible,near,False,1,2,2,2015-07,2015-07,https://www.mapillary.com/app/?pKey=299342298530088&focus=photo,
hard-00085,44.504812,-72.361268,True,wood_utility,,,none,none_visible,near,False,1,5,3,2019-07,2019-07,https://www.mapillary.com/app/?pKey=286764629820033&focus=photo,
hard-00086,44.504723,-72.36326,True,wood_utility,,,none,none_visible,near,False,1,3,3,2019-07,2019-07,https://www.mapillary.com/app/?pKey=764827904202045&focus=photo,
hard-00087,44.504784,-72.36334,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,3,3,2019-07,2019-07,https://www.mapillary.com/app/?pKey=483318689605942&focus=photo,
hard-00088,44.5051135,-72.360555,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,6,2,2019-07,2019-07,https://www.mapillary.com/app/?pKey=500654660988534&focus=photo,
hard-00089,44.50464,-72.363106,True,wood_utility,,,none,none_visible,near,False,0,3,2,2019-07,2019-07,https://www.mapillary.com/app/?pKey=214834250266025&focus=photo,
hard-00090,44.50534,-72.364204,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,3,3,2019-07,2019-07,https://www.mapillary.com/app/?pKey=168457948554229&focus=photo,
hard-00091,44.504944,-72.36094,True,wood_utility,,,none,none_visible,near,False,1,3,2,2019-07,2019-07,https://www.mapillary.com/app/?pKey=159838826103970&focus=photo,
hard-00092,44.50544,-72.36444,True,wood_utility,,lean_slight,slight,none_visible,none,False,2,2,2,2017-07,2017-07,https://www.mapillary.com/app/?pKey=267286691846150&focus=photo,
hard-00093,44.53956,-72.328476,True,wood_utility,,,none,none_visible,none,False,0,3,3,2019-07,2019-07,https://www.mapillary.com/app/?pKey=2869782363289175&focus=photo,
hard-00094,44.540665,-72.3276,True,wood_utility,,,none,intact,none,False,0,3,3,2019-07,2019-07,https://www.mapillary.com/app/?pKey=612695386800283&focus=photo,
hard-00095,44.5384743,-72.3293067,True,wood_utility,,,none,none_visible,near,False,0,9,6,2019-07,2019-07,https://www.mapillary.com/app/?pKey=330795141768756&focus=photo,
hard-00096,44.541218,-72.32717,True,wood_utility,,,none,none_visible,near,False,0,3,2,2017-07,2017-07,https://www.mapillary.com/app/?pKey=921554375294719&focus=photo,
hard-00097,44.540114,-72.328043,True,wood_utility,,,none,intact,none,False,0,6,4,2019-07,2019-07,https://www.mapillary.com/app/?pKey=2922089301399831&focus=photo,
hard-00098,44.53809,-72.329636,True,wood_utility,,lean_slight,slight,intact,near,False,1,1,1,2017-07,2017-07,https://www.mapillary.com/app/?pKey=497855214840925&focus=photo,
hard-00099,44.464696,-72.413412,True,wood_utility,,,unclear,intact,near,False,0,5,3,2018-07,2018-07,https://www.mapillary.com/app/?pKey=142453231160052&focus=photo,
hard-00100,44.46667,-72.4109,False,unclear,,,unclear,none_visible,unclear,False,0,2,2,2018-06,2018-06,https://www.mapillary.com/app/?pKey=827128231267516&focus=photo,
hard-00101,44.465534,-72.41184,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,3,2,2016-07,2016-07,https://www.mapillary.com/app/?pKey=528600408520676&focus=photo,
hard-00102,44.509346,-72.31687,True,wood_utility,,,none,none_visible,near,False,0,3,3,2018-07,2018-07,https://www.mapillary.com/app/?pKey=3938759172828387&focus=photo,
hard-00103,44.5099961,-72.3166788,True,wood_utility,,,none,none_visible,near,False,0,10,6,2018-07,2018-07,https://www.mapillary.com/app/?pKey=318495306458132&focus=photo,
hard-00104,44.51352,-72.31485,True,wood_utility,,lean_slight,slight,intact,near,False,0,2,1,2016-06,2016-06,https://www.mapillary.com/app/?pKey=2451731808296978&focus=photo,
hard-00105,44.5112483,-72.3162453,True,wood_utility,,,none,none_visible,near,False,0,9,5,2018-07,2018-07,https://www.mapillary.com/app/?pKey=534490187898642&focus=photo,
hard-00106,44.5136277,-72.3147495,True,wood_utility,,lean_slight,slight,intact,near,False,0,4,3,2018-07,2018-07,https://www.mapillary.com/app/?pKey=1667657303435183&focus=photo,
hard-00107,44.513027,-72.31512,True,wood_utility,,lean_slight,slight,intact,near,False,0,3,2,2018-07,2018-07,https://www.mapillary.com/app/?pKey=942734969605476&focus=photo,
hard-00108,44.51397,-72.314316,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,2,2,2014-06,2018-07,https://www.mapillary.com/app/?pKey=929142884486891&focus=photo,
hard-00109,44.511852,-72.315932,True,wood_utility,,,none,none_visible,near,False,0,9,5,2018-07,2018-07,https://www.mapillary.com/app/?pKey=231596315000461&focus=photo,
hard-00110,44.571223,-72.298915,True,wood_utility,vegetation,lean_slight,slight,intact,touching,False,1,6,5,2019-07,2019-07,https://www.mapillary.com/app/?pKey=318884316284543&focus=photo,
hard-00111,44.573578,-72.29722,True,wood_utility,,lean_slight,slight,intact,near,False,2,3,2,2017-07,2017-07,https://www.mapillary.com/app/?pKey=336409374579757&focus=photo,
hard-00112,44.573331,-72.2973967,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,9,5,2019-07,2019-07,https://www.mapillary.com/app/?pKey=493114688572720&focus=photo,
hard-00113,44.571445,-72.29876,True,wood_utility,vegetation,lean_slight,slight,intact,touching,False,1,3,2,2019-07,2019-07,https://www.mapillary.com/app/?pKey=530792431295655&focus=photo,
hard-00114,44.572273,-72.298164,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,3,2015-07,2017-07,https://www.mapillary.com/app/?pKey=181153420589525&focus=photo,
hard-00115,44.573931,-72.2969587,True,wood_utility,,lean_slight,slight,intact,near,False,1,9,6,2019-07,2019-07,https://www.mapillary.com/app/?pKey=508198890306872&focus=photo,
hard-00116,44.463245,-72.26615,True,wood_utility,,lean_slight,slight,none_visible,none,False,0,3,2,2018-07,2018-07,https://www.mapillary.com/app/?pKey=4059319700781190&focus=photo,
hard-00117,44.495033,-72.41581,True,wood_utility,,,none,intact,none,False,1,2,1,2022-11,2022-11,https://www.mapillary.com/app/?pKey=832280844644399&focus=photo,
hard-00118,44.5690365,-72.2888925,True,wood_utility,,lean_slight,slight,intact,near,False,0,4,2,2019-07,2019-07,https://www.mapillary.com/app/?pKey=1898101823699505&focus=photo,
hard-00119,44.569942,-72.28986,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,2,1,2015-07,2019-07,https://www.mapillary.com/app/?pKey=1089394364917101&focus=photo,
hard-00120,44.5696725,-72.2895425,True,wood_utility,,lean_slight,slight,intact,near,False,0,4,1,2017-07,2017-07,https://www.mapillary.com/app/?pKey=509801380203585&focus=photo,
hard-00121,44.467143,-72.271265,True,wood_utility,,lean_slight,slight,none_visible,near,False,0,4,2,2016-06,2018-07,https://www.mapillary.com/app/?pKey=290380606105811&focus=photo,
hard-00122,44.467503,-72.27174,True,wood_utility,,,none,none_visible,near,False,0,3,3,2018-07,2018-07,https://www.mapillary.com/app/?pKey=544573950257825&focus=photo,
hard-00123,44.530724,-72.28316,True,wood_utility,,,none,intact,near,False,1,3,2,2016-06,2016-06,https://www.mapillary.com/app/?pKey=856393988280941&focus=photo,
hard-00124,44.530178,-72.28362,True,wood_utility,,lean_slight,slight,intact,none,False,0,3,2,2016-06,2016-06,https://www.mapillary.com/app/?pKey=473051340621813&focus=photo,
hard-00125,44.52927,-72.284676,False,unclear,,,unclear,none_visible,unclear,False,0,2,2,2014-06,2016-06,https://www.mapillary.com/app/?pKey=941679930018070&focus=photo,
hard-00126,44.5294825,-72.284117,True,wood_utility,,,none,intact,none,False,1,6,4,2018-07,2018-07,https://www.mapillary.com/app/?pKey=539639077196640&focus=photo,
hard-00127,44.528655,-72.285202,True,wood_utility,,lean_slight,slight,intact,near,False,0,6,5,2018-07,2018-07,https://www.mapillary.com/app/?pKey=2544566155850451&focus=photo,
hard-00128,44.5310065,-72.2829495,True,wood_utility,,lean_slight,slight,intact,near,False,0,4,3,2018-07,2018-07,https://www.mapillary.com/app/?pKey=3747789365350118&focus=photo,
hard-00129,44.530304,-72.2835,True,wood_utility,,,none,intact,near,False,1,3,2,2016-06,2016-06,https://www.mapillary.com/app/?pKey=338852924283702&focus=photo,
hard-00130,44.529133,-72.284744,False,unclear,,,unclear,none_visible,unclear,False,0,2,1,2018-07,2018-07,https://www.mapillary.com/app/?pKey=205414061420007&focus=photo,
hard-00131,44.5310785,-72.282865,True,wood_utility,,,none,intact,near,False,0,6,4,2016-06,2018-07,https://www.mapillary.com/app/?pKey=271696671355686&focus=photo,
hard-00132,44.53061,-72.28324,True,wood_utility,,,none,intact,none,False,1,3,1,2016-06,2016-06,https://www.mapillary.com/app/?pKey=498631821553680&focus=photo,
hard-00133,44.530052,-72.28368,True,wood_utility,,,none,intact,none,False,0,3,2,2018-07,2018-07,https://www.mapillary.com/app/?pKey=1179616892479007&focus=photo,
hard-00134,44.529785,-72.28391,True,wood_utility,,,none,intact,near,False,0,3,3,2016-06,2016-06,https://www.mapillary.com/app/?pKey=332531524933586&focus=photo,
hard-00135,44.52924,-72.28445,True,wood_utility,,lean_slight,slight,intact,near,False,1,3,2,2016-06,2016-06,https://www.mapillary.com/app/?pKey=292410959230991&focus=photo,
hard-00136,44.531796,-72.282326,True,wood_utility,,,none,intact,near,False,1,2,1,2016-06,2016-06,https://www.mapillary.com/app/?pKey=1871280659700115&focus=photo,
hard-00137,44.528793,-72.28503,True,wood_utility,,,none,intact,near,False,1,3,3,2018-07,2018-07,https://www.mapillary.com/app/?pKey=143843297734370&focus=photo,
hard-00138,44.530525,-72.283295,True,wood_utility,,,none,intact,none,False,0,3,2,2018-07,2018-07,https://www.mapillary.com/app/?pKey=303611761471507&focus=photo,
hard-00139,44.48817,-72.310104,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,3,2,2018-07,2018-07,https://www.mapillary.com/app/?pKey=988016678621669&focus=photo,
hard-00140,44.50912,-72.345726,True,wood_utility,,lean_slight,slight,none_visible,near,False,0,3,2,2017-07,2017-07,https://www.mapillary.com/app/?pKey=173841164667308&focus=photo,
hard-00141,44.507,-72.3504,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,3,1,2015-07,2015-07,https://www.mapillary.com/app/?pKey=3126596940893997&focus=photo,
hard-00142,44.506584,-72.35193,True,wood_utility,,,none,intact,near,False,1,3,2,2019-07,2019-07,https://www.mapillary.com/app/?pKey=566150681042194&focus=photo,
hard-00143,44.4665225,-72.410918,True,wood_utility,,lean_slight,slight,intact,near,False,1,4,3,2016-07,2018-06,https://www.mapillary.com/app/?pKey=212703840667064&focus=photo,
hard-00144,44.524574,-72.29451,True,wood_utility,,,none,intact,near,False,1,1,1,2018-07,2018-07,https://www.mapillary.com/app/?pKey=1175326199602764&focus=photo,
hard-00145,44.5244,-72.294075,False,unclear,,,unclear,none_visible,unclear,False,0,1,1,2014-06,2016-06,https://www.mapillary.com/app/?pKey=5521802541224814&focus=photo,
hard-00146,44.559086,-72.3686,True,wood_utility,vegetation,,unclear,unclear,touching,False,0,1,1,2016-07,2018-07,https://www.mapillary.com/app/?pKey=1208752942906485&focus=photo,
hard-00147,44.503918,-72.31817,False,unclear,,,unclear,none_visible,none,False,0,1,1,2018-07,2018-07,https://www.mapillary.com/app/?pKey=204066808206862&focus=photo,
hard-00148,44.504487,-72.31755,True,wood_utility,lean;vegetation,,moderate,none_visible,touching,False,1,6,4,2018-07,2018-07,https://www.mapillary.com/app/?pKey=476401790137479&focus=photo,
hard-00149,44.47239,-72.283175,True,wood_utility,vegetation,,none,none_visible,touching,False,0,6,4,2018-07,2018-07,https://www.mapillary.com/app/?pKey=296884382098251&focus=photo,
hard-00150,44.474106,-72.28852,True,wood_utility,vegetation,lean_slight,slight,unclear,touching,False,0,3,2,2016-06,2016-06,https://www.mapillary.com/app/?pKey=541264743536912&focus=photo,
hard-00151,44.47393,-72.28772,True,wood_utility,,,none,none_visible,near,False,0,3,2,2016-06,2016-06,https://www.mapillary.com/app/?pKey=559902965414544&focus=photo,
hard-00152,44.472912,-72.284,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,6,4,2016-06,2016-06,https://www.mapillary.com/app/?pKey=330794148398086&focus=photo,
hard-00153,44.473648,-72.286835,False,unclear,,,unclear,none_visible,unclear,False,0,3,1,2014-07,2014-07,https://www.mapillary.com/app/?pKey=298942821881841&focus=photo,
hard-00154,44.574646,-72.296326,True,wood_utility,,,none,none_visible,none,False,1,2,2,2019-07,2019-07,https://www.mapillary.com/app/?pKey=3956170297831115&focus=photo,
