id,lat,lon,is_utility_pole,pole_type,model_flags,model_watch,lean,crossarm,vegetation,transformer,attachments_estimate,photos_assessed,capture_sequences,photo_shown_date,latest_available_photo_date,source_photo_url,nearest_osm_pole_m
read-00015,42.5191935,-71.10334,True,wood_utility,,,none,intact,near,False,2,6,1,2020-07,2020-07,https://www.mapillary.com/app/?pKey=282822433556147&focus=photo,
read-00016,42.5189495,-71.103355,True,wood_utility,,,none,intact,near,False,2,4,1,2020-07,2020-07,https://www.mapillary.com/app/?pKey=1163583007425717&focus=photo,
read-00017,42.5186413,-71.10337,True,wood_utility,,lean_slight,slight,intact,near,False,2,8,3,2021-06,2025-11,https://www.mapillary.com/app/?pKey=503714147618903&focus=photo,
read-00018,42.5146,-71.103676,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,2,1,1,2020-07,2020-07,https://www.mapillary.com/app/?pKey=4111754392250252&focus=photo,
read-00019,42.51629,-71.10363,True,wood_utility,,,none,unclear,near,False,2,2,1,2020-07,2020-07,https://www.mapillary.com/app/?pKey=176001787769028&focus=photo,
read-00020,42.5172214,-71.10348,True,wood_utility,,,none,intact,near,False,2,7,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=3307267972754363&focus=photo,
read-00021,42.5179618,-71.103412,True,wood_utility,,,none,intact,none,False,3,5,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1190826796252810&focus=photo,
read-00022,42.5166527,-71.1035367,True,wood_utility,,,none,none_visible,none,False,2,9,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=2799781350207521&focus=photo,
read-00023,42.5174725,-71.103465,True,wood_utility,,,none,intact,none,False,2,6,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1616163249551238&focus=photo,
read-00024,42.514866,-71.10366,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,2,3,1,2020-07,2020-07,https://www.mapillary.com/app/?pKey=472493387320034&focus=photo,
read-00025,42.51826,-71.10338,True,wood_utility,,,none,intact,near,False,2,6,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1230368465799535&focus=photo,
read-00026,42.5145123,-71.1037233,True,wood_utility,,,none,intact,near,False,2,3,2,2021-06,2021-06,https://www.mapillary.com/app/?pKey=361646715316757&focus=photo,
read-00027,42.517464,-71.10362,True,wood_utility,,,none,none_visible,none,False,1,3,1,2020-07,2020-07,https://www.mapillary.com/app/?pKey=1406728043035192&focus=photo,
read-00028,42.5522212,-71.104656,True,wood_utility,vegetation,,none,none_visible,touching,False,1,5,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1391992675857030&focus=photo,
read-00029,42.551025,-71.10447,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1375438627520546&focus=photo,
read-00030,42.551304,-71.10454,True,wood_utility,,lean_slight,slight,none_visible,none,False,1,1,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=808532601788287&focus=photo,
read-00031,42.549866,-71.10434,True,wood_utility,,,none,none_visible,near,False,2,1,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1341797744057855&focus=photo,
read-00032,42.549606,-71.104485,False,unclear,,,unclear,none_visible,unclear,False,0,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1850572072495855&focus=photo,
read-00033,42.5030928,-71.124529,True,wood_utility,,,none,intact,none,False,2,5,1,2023-12,2023-12,https://www.mapillary.com/app/?pKey=874525117486921&focus=photo,20.3
read-00034,42.5029727,-71.1239167,True,wood_utility,,,none,intact,near,False,1,3,1,2023-12,2023-12,https://www.mapillary.com/app/?pKey=1059070792008466&focus=photo,
read-00035,42.5032435,-71.12527,True,wood_utility,,,none,intact,none,False,1,6,3,2023-12,2023-12,https://www.mapillary.com/app/?pKey=212495301922584&focus=photo,16.0
read-00036,42.502552,-71.1269,True,wood_utility,,,none,intact,near,False,1,3,1,2023-12,2023-12,https://www.mapillary.com/app/?pKey=741919831140019&focus=photo,19.1
read-00037,42.502995,-71.12401,True,wood_utility,,,none,intact,none,False,1,3,1,2023-12,2023-12,https://www.mapillary.com/app/?pKey=585197270434908&focus=photo,
read-00038,42.5030535,-71.1242325,True,wood_utility,,,none,none_visible,none,False,1,4,1,2023-12,2023-12,https://www.mapillary.com/app/?pKey=293265979910214&focus=photo,23.1
read-00039,42.503113,-71.124435,True,wood_utility,,lean_slight,slight,intact,none,False,2,3,1,2023-12,2023-12,https://www.mapillary.com/app/?pKey=887760896168475&focus=photo,23.3
read-00040,42.503235,-71.125114,True,wood_utility,,lean_slight,slight,unclear,none,False,1,2,1,2023-12,2023-12,https://www.mapillary.com/app/?pKey=308921978798409&focus=photo,10.5
read-00041,42.527336,-71.0729475,True,wood_utility,,,none,intact,near,False,2,12,2,2023-03,2023-12,https://www.mapillary.com/app/?pKey=180004981837330&focus=photo,
read-00042,42.52722,-71.072876,True,wood_utility,,,none,intact,near,False,2,3,1,2023-03,2023-03,https://www.mapillary.com/app/?pKey=1401311854125472&focus=photo,
read-00043,42.527029,-71.072334,False,other,,,none,none_visible,near,False,0,6,1,2023-03,2023-03,https://www.mapillary.com/app/?pKey=6576936975739000&focus=photo,
read-00044,42.526983,-71.072238,True,wood_utility,vegetation,,none,none_visible,touching,False,0,5,1,2023-03,2023-03,https://www.mapillary.com/app/?pKey=264579769918513&focus=photo,
read-00045,42.5269822,-71.072622,True,wood_utility,,,none,intact,near,False,1,15,1,2023-03,2023-03,https://www.mapillary.com/app/?pKey=897396731753522&focus=photo,
read-00046,42.52741,-71.07295,True,wood_utility,,lean_slight,slight,intact,near,False,1,3,1,2023-03,2023-03,https://www.mapillary.com/app/?pKey=261242376506196&focus=photo,
read-00047,42.52701,-71.0727737,False,other,,,none,none_visible,none,False,0,4,1,2023-03,2023-03,https://www.mapillary.com/app/?pKey=1709106262834389&focus=photo,
read-00048,42.526985,-71.0724,False,other,,,none,none_visible,none,False,0,2,1,2023-03,2023-03,https://www.mapillary.com/app/?pKey=303683302548186&focus=photo,
read-00049,42.527126,-71.07291,True,wood_utility,,,none,none_visible,near,False,1,3,1,2023-03,2023-03,https://www.mapillary.com/app/?pKey=873496597463061&focus=photo,
read-00050,42.53762,-71.134926,True,wood_utility,,,none,none_visible,near,False,1,3,2,2019-03,2019-03,https://www.mapillary.com/app/?pKey=308064967700862&focus=photo,
read-00051,42.50262,-71.12646,True,wood_utility,,,none,none_visible,none,False,1,3,1,2021-10,2021-10,https://www.mapillary.com/app/?pKey=237280615103358&focus=photo,10.9
read-00052,42.5026,-71.12771,True,wood_utility,,,none,intact,none,False,2,1,1,2021-10,2021-10,https://www.mapillary.com/app/?pKey=629377361802401&focus=photo,
read-00053,42.502544,-71.12724,True,wood_utility,,lean_slight,slight,intact,none,False,1,3,1,2021-10,2021-10,https://www.mapillary.com/app/?pKey=615673339446138&focus=photo,20.2
read-00054,42.503807,-71.102844,True,wood_utility,vegetation,lean_slight,slight,unclear,touching,False,1,1,1,2023-03,2023-03,https://www.mapillary.com/app/?pKey=698715188869673&focus=photo,
read-00055,42.504425,-71.102806,True,wood_utility,,lean_slight,slight,intact,near,False,2,2,1,2023-03,2023-03,https://www.mapillary.com/app/?pKey=651204726889435&focus=photo,
read-00056,42.504517,-71.102875,True,wood_utility,,,unclear,intact,near,False,1,2,1,2023-03,2023-03,https://www.mapillary.com/app/?pKey=358615186536197&focus=photo,
read-00057,42.50347,-71.10474,False,unclear,,,unclear,unclear,unclear,False,0,3,1,2017-10,2017-10,https://www.mapillary.com/app/?pKey=685280425522395&focus=photo,
read-00058,42.50251,-71.1298,True,wood_utility,,lean_slight,slight,none_visible,none,False,1,1,1,2018-11,2018-11,https://www.mapillary.com/app/?pKey=179606360710694&focus=photo,
read-00059,42.538715,-71.122925,True,wood_utility,vegetation,,none,none_visible,touching,False,1,1,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1506694280650815&focus=photo,
read-00060,42.53896,-71.12302,True,wood_utility,vegetation,,none,none_visible,touching,False,1,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=697799253362390&focus=photo,
read-00061,42.53934,-71.1234,True,wood_utility,vegetation,,none,intact,touching,False,1,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=816909270891291&focus=photo,
read-00062,42.5394722,-71.123508,True,wood_utility,vegetation,,unclear,none_visible,touching,False,2,5,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1872683490299365&focus=photo,
read-00063,42.539875,-71.123775,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,6,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=701897855680833&focus=photo,
read-00064,42.5396735,-71.12372,True,wood_utility,,,none,none_visible,near,False,2,6,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1328667761465483&focus=photo,
read-00065,42.539524,-71.12358,True,wood_utility,vegetation,,unclear,intact,touching,False,1,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=831145140086777&focus=photo,
read-00066,42.539154,-71.12318,True,wood_utility,,,none,none_visible,near,False,1,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=2326517281102168&focus=photo,
read-00067,42.539978,-71.12402,True,wood_utility,vegetation,,unclear,intact,touching,False,0,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1775312449784807&focus=photo,
read-00068,42.53989,-71.12401,True,wood_utility,vegetation,,unclear,unclear,touching,False,0,1,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1176284091019008&focus=photo,
read-00069,42.539963,-71.12416,False,unclear,,,unclear,none_visible,unclear,False,0,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1175334057825603&focus=photo,
read-00070,42.538616,-71.12281,True,wood_utility,vegetation,,none,none_visible,touching,False,0,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1354162083166462&focus=photo,
read-00071,42.556076,-71.10537,True,wood_utility,,,none,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=3508459502627580&focus=photo,
read-00072,42.556166,-71.1053775,True,wood_utility,,,none,none_visible,near,False,1,6,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1382099620296501&focus=photo,
read-00073,42.554893,-71.10506,True,wood_utility,,,none,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=4089591694690254&focus=photo,
read-00074,42.5557128,-71.10528,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,2,5,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=809021108560430&focus=photo,
read-00075,42.555653,-71.10548,True,wood_utility,,,none,intact,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1157035982589448&focus=photo,
read-00076,42.518776,-71.103355,True,wood_utility,,,none,intact,none,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1387750873002964&focus=photo,
read-00077,42.518864,-71.103355,True,wood_utility,,,none,intact,near,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1563406101360466&focus=photo,
read-00078,42.517418,-71.10386,True,wood_utility,,,none,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=3307267972754363&focus=photo,
read-00079,42.5192965,-71.103315,True,wood_utility,,,none,intact,none,False,2,6,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=3767843513517220&focus=photo,
read-00080,42.5190505,-71.103335,True,wood_utility,,,none,intact,none,False,2,6,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=25551035257836171&focus=photo,
read-00081,42.5183985,-71.103393,True,wood_utility,,,none,intact,near,False,2,6,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1858148364773122&focus=photo,
read-00082,42.5185145,-71.1033705,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,6,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1188506263216215&focus=photo,
read-00083,42.518353,-71.10332,False,street_light,,,none,none_visible,none,False,0,2,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=831636709615567&focus=photo,
read-00084,42.518932,-71.10354,True,wood_utility,lean,,severe,none_visible,near,False,0,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=803886139110384&focus=photo,
read-00085,42.5178515,-71.1034317,True,wood_utility,,lean_slight,slight,intact,none,False,2,6,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=775065568849015&focus=photo,
read-00086,42.5169922,-71.103502,True,wood_utility,,,none,intact,near,False,2,10,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1339146087612064&focus=photo,
read-00087,42.518095,-71.10342,True,wood_utility,,,none,intact,near,False,2,6,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1853541328577742&focus=photo,
read-00088,42.5173758,-71.103457,True,wood_utility,,,none,none_visible,none,True,1,5,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=858371104028305&focus=photo,
read-00089,42.5182,-71.10299,True,wood_utility,,,none,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=2786592925026542&focus=photo,
read-00090,42.517204,-71.10338,True,wood_utility,,,none,none_visible,none,False,0,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1158283872935993&focus=photo,
read-00091,42.517685,-71.10322,True,wood_utility,,lean_slight,slight,intact,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1105979218284564&focus=photo,
read-00092,42.517166,-71.10368,True,wood_utility,,,none,none_visible,none,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=2571107903257547&focus=photo,
read-00093,42.517845,-71.1036,True,wood_utility,,,none,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1096589989087086&focus=photo,
read-00094,42.517605,-71.10343,True,wood_utility,,lean_slight,slight,intact,none,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1105979218284564&focus=photo,
read-00095,42.517124,-71.10347,True,wood_utility,,,none,intact,none,False,3,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1367437335016549&focus=photo,
read-00096,42.50263,-71.12295,True,concrete_or_steel_utility,,,none,none_visible,unclear,False,0,1,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=696070140215668&focus=photo,
read-00097,42.516376,-71.11141,True,wood_utility,vegetation,,none,none_visible,touching,False,2,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=828530946424781&focus=photo,
read-00098,42.516216,-71.11119,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1580276110049911&focus=photo,
read-00099,42.516285,-71.11125,True,wood_utility,vegetation,,none,none_visible,touching,False,1,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1580276110049911&focus=photo,
read-00100,42.51709,-71.11148,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1118611013775255&focus=photo,
read-00101,42.5171993,-71.111155,True,wood_utility,,,none,none_visible,near,True,1,4,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1352040956290961&focus=photo,
read-00102,42.516567,-71.11174,True,wood_utility,vegetation,,none,none_visible,touching,False,1,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=693042637175600&focus=photo,
read-00103,42.51699,-71.11163,True,wood_utility,vegetation,,none,none_visible,touching,False,1,1,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1485894292691127&focus=photo,
read-00104,42.516968,-71.111824,True,wood_utility,vegetation,,none,none_visible,touching,False,1,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=4611904422369474&focus=photo,
read-00105,42.516144,-71.11102,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,0,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=4215650765383209&focus=photo,
read-00106,42.515785,-71.11031,True,wood_utility,,,none,none_visible,near,False,2,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1801193450504222&focus=photo,
read-00107,42.51602,-71.11091,True,wood_utility,,,none,none_visible,near,False,2,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1714533455849627&focus=photo,
read-00108,42.53344,-71.08406,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,1,2017-10,2017-10,https://www.mapillary.com/app/?pKey=464730338168606&focus=photo,
read-00109,42.5284952,-71.080968,True,wood_utility,vegetation,,unclear,intact,touching,False,0,5,1,2017-10,2017-10,https://www.mapillary.com/app/?pKey=494945968390648&focus=photo,
read-00110,42.52866,-71.081085,False,unclear,vegetation,,unclear,unclear,touching,False,0,1,1,2017-10,2017-10,https://www.mapillary.com/app/?pKey=267304115138546&focus=photo,
read-00111,42.528271,-71.080872,True,wood_utility,vegetation,,unclear,unclear,touching,False,0,6,1,2017-10,2017-10,https://www.mapillary.com/app/?pKey=2867930606813904&focus=photo,
read-00112,42.53453,-71.104505,True,wood_utility,vegetation,,none,none_visible,touching,False,1,9,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1335495260792853&focus=photo,
read-00113,42.534165,-71.1043625,True,wood_utility,,,none,none_visible,near,False,1,6,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1321997299153455&focus=photo,
read-00114,42.5339115,-71.104275,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,6,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1376570100519205&focus=photo,
read-00115,42.535129,-71.1047335,True,wood_utility,,,none,none_visible,near,False,2,4,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=2263174287533904&focus=photo,
read-00116,42.537615,-71.1048253,True,wood_utility,,,none,none_visible,near,False,1,9,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1553899502406271&focus=photo,
read-00117,42.5366646,-71.1050618,True,wood_utility,vegetation,lean_slight,slight,intact,touching,False,1,11,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1314159363300056&focus=photo,
read-00118,42.535843,-71.104995,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,6,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1207155461235607&focus=photo,
read-00119,42.537086,-71.105156,True,wood_utility,vegetation,,unclear,unclear,touching,False,0,2,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=2317574672013750&focus=photo,
read-00120,42.536198,-71.105354,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=828623476543063&focus=photo,
read-00121,42.509814,-71.104074,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,5,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1315359943394696&focus=photo,
read-00122,42.5083515,-71.104164,True,wood_utility,,lean_slight,slight,intact,none,False,2,6,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=794801780024689&focus=photo,
read-00123,42.5079459,-71.1041348,True,wood_utility,,,none,none_visible,none,False,1,8,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1417168273097637&focus=photo,
read-00124,42.50881,-71.10412,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=2352869965145629&focus=photo,
read-00125,42.50823,-71.10416,True,wood_utility,,lean_slight,slight,intact,near,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1846059233016163&focus=photo,
read-00126,42.5077632,-71.1040831,True,wood_utility,,,none,none_visible,none,False,1,8,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=2324821994624667&focus=photo,
read-00127,42.50775,-71.10427,True,wood_utility,,lean_slight,slight,intact,near,False,0,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=2324821994624667&focus=photo,
read-00128,42.507866,-71.10411,True,wood_utility,,,none,none_visible,none,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1342650763995241&focus=photo,
read-00129,42.5096915,-71.104085,True,wood_utility,,,none,none_visible,near,False,1,6,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1315359943394696&focus=photo,
read-00130,42.5100639,-71.1040557,True,wood_utility,,,none,none_visible,near,False,1,7,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1672806697457437&focus=photo,
read-00131,42.5095767,-71.1040933,True,wood_utility,,,none,none_visible,near,True,2,3,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=849817457442595&focus=photo,
read-00132,42.50992,-71.10405,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=835504522668976&focus=photo,
read-00133,42.5085755,-71.104167,True,wood_utility,,lean_slight,slight,unclear,near,False,2,6,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1210355684278092&focus=photo,
read-00134,42.50864,-71.10416,True,wood_utility,,lean_slight,slight,intact,near,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1334534771475370&focus=photo,
read-00135,42.5087359,-71.1041466,True,wood_utility,,,none,none_visible,none,False,2,7,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=900884176435646&focus=photo,
read-00136,42.508667,-71.10402,True,wood_utility,,lean_slight,slight,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1639820863646453&focus=photo,
read-00137,42.50896,-71.10427,True,wood_utility,,lean_slight,slight,none_visible,near,True,1,2,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=2697938097211469&focus=photo,
read-00138,42.5084735,-71.10417,True,wood_utility,,,none,none_visible,near,False,1,4,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=2250425595439014&focus=photo,
read-00139,42.50889,-71.10435,True,wood_utility,vegetation,lean_slight,slight,intact,touching,True,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=832969642715930&focus=photo,
read-00140,42.50806,-71.10414,True,wood_utility,,lean_slight,slight,none_visible,none,False,2,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1208735144404386&focus=photo,
read-00141,42.50948,-71.10424,True,wood_utility,,,none,none_visible,near,False,0,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=2915332622011179&focus=photo,
read-00142,42.5090884,-71.104308,True,wood_utility,,,none,none_visible,near,False,1,5,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=2697938097211469&focus=photo,
read-00143,42.508236,-71.104324,True,wood_utility,,,none,none_visible,none,False,0,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1722165378480134&focus=photo,
read-00144,42.509225,-71.1041275,True,wood_utility,,,none,none_visible,near,False,2,6,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1537238397283580&focus=photo,
read-00145,42.509367,-71.104113,True,wood_utility,,lean_slight,slight,none_visible,near,False,2,6,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=855115593854425&focus=photo,
read-00146,42.50865,-71.104294,True,wood_utility,,,none,none_visible,near,False,1,3,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=25581356821496208&focus=photo,
read-00147,42.5090976,-71.10411,True,wood_utility,,,none,intact,near,False,2,8,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=841098765167292&focus=photo,
read-00148,42.5089577,-71.104126,True,wood_utility,,,none,intact,near,False,2,7,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1317501126530296&focus=photo,
read-00149,42.5089,-71.10385,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,1,2,1,2025-11,2025-11,https://www.mapillary.com/app/?pKey=1944852559415076&focus=photo,
read-00150,42.54613,-71.10417,True,wood_utility,vegetation,,unclear,none_visible,touching,False,1,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1151419336964175&focus=photo,
read-00151,42.5451925,-71.104167,True,wood_utility,vegetation,,none,none_visible,touching,False,1,6,2,2025-11,2025-11,https://www.mapillary.com/app/?pKey=766594846412122&focus=photo,
read-00152,42.54643,-71.10417,True,wood_utility,vegetation,lean_slight,slight,none_visible,touching,False,2,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=1493516341760510&focus=photo,
read-00153,42.546997,-71.104195,True,wood_utility,vegetation,,none,none_visible,touching,False,1,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=2074803163328058&focus=photo,
read-00154,42.5449,-71.104164,True,wood_utility,vegetation,,unclear,unclear,touching,False,1,2,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=806015962357132&focus=photo,
read-00155,42.545616,-71.10415,True,wood_utility,vegetation,,none,none_visible,touching,False,1,3,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=4002994633256545&focus=photo,
read-00156,42.545406,-71.10436,True,wood_utility,vegetation,,unclear,unclear,touching,False,0,1,1,2025-10,2025-10,https://www.mapillary.com/app/?pKey=25030092779920155&focus=photo,
